Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,State
2007-11-07,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-07,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-07,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-07,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-07,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-07,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-07,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-07,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-07,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-07,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-07,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-07,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-08,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-08,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Canberra,8.3,17.0,0.0,5.6,4.6,E,41.0,SE,E,11.0,24.0,65.0,57.0,1026.2,1024.2,6.0,7.0,12.1,15.5,False,False,New South Wales
2007-11-08,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-08,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-08,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-08,Cairns,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-08,Gold Coast,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-08,Townsville,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-08,Adelaide,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-08,Mount Gambier,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-08,Nuriootpa,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-08,Woomera,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-08,Albany,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-08,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-08,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-08,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-08,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-08,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-08,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-09,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-09,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Canberra,8.8,19.5,0.0,4.0,4.1,S,48.0,E,ENE,19.0,17.0,70.0,48.0,1026.1,1022.7,7.0,7.0,14.1,18.9,False,True,New South Wales
2007-11-09,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-09,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-09,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-09,Cairns,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-09,Gold Coast,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-09,Townsville,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-09,Adelaide,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-09,Mount Gambier,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-09,Nuriootpa,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-09,Woomera,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-09,Albany,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-09,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-09,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-09,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-09,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-09,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-09,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-10,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-10,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Canberra,8.4,22.8,16.2,5.4,7.7,E,31.0,S,ESE,7.0,6.0,82.0,32.0,1024.1,1020.7,7.0,1.0,13.3,21.7,True,False,New South Wales
2007-11-10,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-10,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-10,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-10,Cairns,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-10,Gold Coast,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-10,Townsville,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-10,Adelaide,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-10,Mount Gambier,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-10,Nuriootpa,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-10,Woomera,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-10,Albany,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-10,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-10,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-10,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-10,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-10,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-10,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-11,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-11,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Canberra,9.1,25.2,0.0,4.2,11.9,N,30.0,SE,NW,6.0,9.0,74.0,34.0,1024.4,1021.1,1.0,2.0,14.6,24.0,False,False,New South Wales
2007-11-11,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-11,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-11,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-11,Cairns,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-11,Gold Coast,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-11,Townsville,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-11,Adelaide,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-11,Mount Gambier,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-11,Nuriootpa,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-11,Woomera,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-11,Albany,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-11,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-11,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-11,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-11,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-11,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-11,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-12,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-12,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Canberra,8.5,27.3,0.2,7.2,12.5,E,41.0,E,NW,2.0,15.0,54.0,35.0,1023.8,1019.9,0.0,3.0,16.8,26.0,False,False,New South Wales
2007-11-12,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-12,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-12,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-12,Cairns,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-12,Gold Coast,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-12,Townsville,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-12,Adelaide,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-12,Mount Gambier,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-12,Nuriootpa,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-12,Woomera,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-12,Albany,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-12,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-12,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-12,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-12,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-12,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-12,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-13,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-13,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Canberra,10.1,27.9,0.0,7.2,13.0,WNW,30.0,S,NW,6.0,7.0,62.0,29.0,1022.0,1017.1,0.0,1.0,17.0,27.1,False,False,New South Wales
2007-11-13,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-13,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-13,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-13,Cairns,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-13,Gold Coast,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-13,Townsville,,,,,,,,,,,,,,,,,,,,,,Queensland
2007-11-13,Adelaide,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-13,Mount Gambier,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-13,Nuriootpa,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-13,Woomera,,,,,,,,,,,,,,,,,,,,,,South Australia
2007-11-13,Albany,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,Witchcliffe,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,RAAF Base Pearce,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,Perth Airport,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,Perth,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,Salmon Gums,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,North Walpole,,,,,,,,,,,,,,,,,,,,,,Western Australia
2007-11-13,Hobart,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-13,Launceston,,,,,,,,,,,,,,,,,,,,,,Tasmania
2007-11-13,Alice Springs,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-13,Darwin,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-13,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-13,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2007-11-14,Albury Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Badgerys Creek,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Cobar,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Coffs Harbour,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Moree,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Newcastle,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Norah Head,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Norfolk Island,,,,,,,,,,,,,,,,,,,,,,Island
2007-11-14,Penrith,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Richmond RAAF,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Sydney,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Sydney Airport,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Wagga Wagga,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Williamtown,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Wollongong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Canberra,12.1,30.9,0.0,6.2,12.4,NW,44.0,WNW,W,7.0,20.0,67.0,20.0,1017.3,1013.1,1.0,4.0,19.7,30.7,False,False,New South Wales
2007-11-14,Tuggeranong,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Mount Ginini,,,,,,,,,,,,,,,,,,,,,,New South Wales
2007-11-14,Ballarat,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Bendigo,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Sale,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Melbourne Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Melbourne,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Mildura,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Portland Airport,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Watsonia,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Dartmoor,,,,,,,,,,,,,,,,,,,,,,Victoria
2007-11-14,Brisbane,,,,,,,,,,,,,,,,,,,,,,Queensland
